Participant	Trial	Condition	Frame_ID	Word_pred	FFD_ms	GD_ms	TRT_ms
8	34	3	42	0	632.4	632.4	1365.6
8	32	4	43	0.25	183.8	183.8	1366.9
8	12	1	44	0	249.9	249.9	249.9
8	13	2	45	0	0	0	0
8	33	3	46	0.3	748.5	748.5	1132.1
8	2	4	47	0	199.7	199.7	816
8	29	1	48	0.1	229.7	229.7	378.7
8	23	2	49	0.1	266.6	266.6	966
8	19	3	50	0.9	534.6	534.6	534.6
8	3	4	51	0.9	367.2	483.8	483.8
8	8	1	52	0.65	516.6	516.6	516.6
8	6	2	53	0.1	450.7	450.7	450.7
8	14	3	54	0.95	183.4	600.6	967.1
8	10	4	55	0	1166.6	1383.4	1383.4
8	21	1	56	0.6	799.8	799.8	799.8
8	17	2	57	0.4	151.2	151.2	151.2
8	22	3	58	0.65	0	0	0
8	36	4	59	0.8	266.9	900	1266.6
8	27	1	60	0.1	333.3	333.3	333.3
8	11	2	61	0.05	684.8	684.8	1151.8
8	18	3	62	0	233.3	233.3	504.3
8	26	4	63	0.15	166.7	166.7	1015.9
8	20	1	64	0	532.1	765.6	915.4
8	35	2	65	0	300.7	300.7	701.3
8	31	3	66	0.15	134	134	417.9
8	37	4	67	0.05	533.2	533.2	899.8
8	40	1	68	0.05	449.7	449.7	449.7
8	25	2	69	0	265.5	265.5	1181.5
8	7	3	70	0.3	0	0	0
8	28	4	71	0.05	383	383	383
8	9	1	72	0.6	300.1	300.1	300.1
8	1	2	73	0	0	0	0
8	38	3	74	0	149.9	149.9	149.9
8	39	4	75	0.45	266.1	266.1	432.7
8	16	1	76	0	280.5	280.5	280.5
8	5	2	77	0	366.6	366.6	366.6
8	24	3	78	0.05	383.1	383.1	383.1
8	15	4	79	0.1	299.8	299.8	1199.1
8	4	1	80	0.6	533.9	533.9	766.5
9	29	4	1	0	516.2	516.2	516.2
9	27	1	2	0.2	216.6	216.6	417.5
9	11	2	3	0.2	184.3	650.7	650.7
9	22	3	4	0	183.2	183.2	183.2
9	4	4	5	0.4	249.9	415.5	667.3
9	9	1	6	0.95	0	0	0
9	10	2	7	0	279.6	279.6	279.6
9	7	3	8	0.5	434.4	434.4	801
9	33	4	9	0	300.1	632.2	632.2
9	17	1	10	0.7	0	0	0
9	8	2	11	0.6	466.5	466.5	466.5
9	24	3	12	0.3	233.3	233.3	616.5
9	34	4	13	0.15	533	533	533
9	16	1	14	0.4	0	0	0
9	39	2	15	0	549.7	549.7	549.7
9	37	3	16	0	284	284	284
9	26	4	17	0	383.3	383.3	1913.8
9	18	1	18	0.3	0	0	0
9	19	2	19	0.8	497.7	497.7	731.9
9	32	3	20	0.05	582.4	582.4	582.4
9	40	4	21	0	0	0	0
9	21	1	22	0.45	249.6	249.6	249.6
9	38	2	23	0.15	233.7	233.7	233.7
9	15	3	24	0	214.7	214.7	214.7
9	31	4	25	0	183.9	183.9	1201.2
9	23	1	26	0.05	349.9	349.9	349.9
9	25	2	27	0	0	0	0
9	20	3	28	0	616.4	616.4	616.4
9	2	4	29	0	233.2	233.2	783.6
9	1	1	30	0.5	0	0	0
9	3	2	31	0	266.6	648.7	648.7
9	12	3	32	0.35	468.4	468.4	468.4
9	5	4	33	0	1000.8	1000.8	1000.8
9	28	1	34	0.2	216.5	216.5	216.5
9	35	2	35	0.1	0	0	0
9	13	3	36	0.05	549.7	549.7	549.7
9	36	4	37	0.05	367.9	367.9	367.9
9	6	1	38	0.1	282.8	282.8	282.8
9	30	2	39	0.35	0	0	0
9	14	3	40	0.1	517.7	1150.9	1150.9
9	14	4	41	0.15	768.4	768.4	768.4
9	22	1	42	0	499.8	499.8	499.8
9	1	2	43	0.25	0	0	0
9	35	3	44	0	183	183	183
9	38	4	45	0	383.6	383.6	383.6
9	11	1	46	0.3	0	0	0
9	27	2	47	0	382.8	382.8	382.8
9	19	3	48	0.1	550.7	550.7	550.7
9	25	4	49	0.1	534.1	534.1	534.1
9	3	1	50	0.9	782.8	782.8	782.8
9	16	2	51	0.9	599.7	816.2	1049.6
9	6	3	52	0.65	616.5	616.5	616.5
9	39	4	53	0.1	0	0	0
9	2	1	54	0.95	217	217	217
9	8	2	55	0	1067.7	1067.7	1733.7
9	21	3	56	0.6	415.6	898.7	898.7
9	17	4	57	0.4	333.3	333.3	333.3
9	20	1	58	0.65	550.1	550.1	932.3
9	31	2	59	0.8	201.2	201.2	201.2
9	29	3	60	0.1	0	0	0
9	33	4	61	0.05	316.4	316.4	600.6
9	34	1	62	0	0	0	0
9	30	2	63	0.15	549.3	549.3	549.3
9	28	3	64	0	549.6	732	732
9	32	4	65	0	416.5	416.5	416.5
9	12	1	66	0.15	266	266	482.7
9	9	2	67	0.05	500.7	500.7	500.7
9	5	3	68	0.05	750.4	750.4	750.4
9	40	4	69	0	0	0	0
9	4	1	70	0.3	0	0	0
9	13	2	71	0.05	350.6	900.3	900.3
9	10	3	72	0.6	499.6	499.6	499.6
9	37	4	73	0	400.5	400.5	400.5
9	7	1	74	0	0	0	0
9	36	2	75	0.45	483.2	600.4	600.4
9	24	3	76	0	466.5	466.5	466.5
9	15	4	77	0	833.4	833.4	1000.4
9	26	1	78	0.05	516.5	516.5	516.5
9	18	2	79	0.1	433.3	433.3	433.3
9	23	3	80	0.6	517.6	517.6	517.6
10	28	1	1	0	0	0	0
10	16	2	2	0.2	333.3	333.3	333.3
10	36	3	3	0.2	383.3	383.3	383.3
10	6	4	4	0	449.8	863.6	996.7
10	29	1	5	0.4	200.7	200.7	200.7
10	23	2	6	0.95	433.3	433.3	433.3
10	31	3	7	0	183.3	766.4	766.4
10	39	4	8	0.5	117.2	117.2	1417.1
10	32	1	9	0	150	150	150
10	21	2	10	0.7	831.6	831.6	831.6
10	12	3	11	0.6	399.9	532.4	865.6
10	18	4	12	0.3	233.2	233.2	233.2
10	35	1	13	0.15	0	0	0
10	33	2	14	0.4	465.9	465.9	865
10	38	3	15	0	649.7	765.7	765.7
10	8	4	16	0	249.9	249.9	799
10	27	1	17	0	183.2	183.2	183.2
10	5	2	18	0.3	850.1	850.1	850.1
10	25	3	19	0.8	299.8	299.8	1048.6
10	13	4	20	0.05	282.8	282.8	665.6
10	37	1	21	0	0	0	0
10	26	2	22	0.45	433.1	433.1	433.1
10	7	3	23	0.15	718.4	718.4	951.7
10	15	3	24	0	183.3	183.3	316.4
10	19	1	25	0	0	0	0
10	24	2	26	0.05	249.8	249.8	550.3
10	3	3	27	0	549.8	633.1	633.1
10	17	4	28	0	499.5	499.5	499.5
10	34	1	29	0	183.5	183.5	183.5
10	22	2	30	0.5	666.4	1366.1	1366.1
10	4	3	31	0	383.2	383.2	582.9
10	40	4	32	0.35	183.4	183.4	1083.5
10	20	1	33	0	450.7	450.7	450.7
10	11	2	34	0.2	149.2	149.2	715.7
10	10	3	35	0.1	349.8	349.8	349.8
10	9	4	36	0.05	249.9	249.9	249.9
10	2	1	37	0.05	0	0	0
10	14	2	38	0.1	183.3	183.3	1199.1
10	30	3	39	0.35	583	583	583
10	1	4	40	0.1	166.6	166.6	366.5
10	24	1	41	0.15	99.9	99.9	99.9
10	37	2	42	0	731.1	731.1	731.1
10	29	3	43	0.25	99.8	99.8	99.8
10	27	4	44	0	516.5	516.5	516.5
10	38	1	45	0	200.3	200.3	483.6
10	30	2	46	0.3	733	733	1316.1
10	11	3	47	0	183.2	183.2	516.5
10	9	4	48	0.1	299.2	299.2	299.2
10	23	1	49	0.1	333.1	333.1	333.1
10	22	2	50	0.9	283.1	283.1	449.8
10	1	1	51	0.9	649.3	649.3	649.3
10	16	4	52	0.65	549.8	549.8	815.3
10	26	1	53	0.1	299.3	299.3	299.3
10	2	2	54	0.95	433.2	433.2	433.2
10	17	3	55	0	233.3	233.3	1348.9
10	19	4	56	0.6	165.9	165.9	765.8
10	32	1	57	0.4	0	0	0
10	13	2	58	0.65	415.6	415.6	415.6
10	15	3	59	0.8	299.9	299.9	299.9
10	6	4	60	0.1	982.2	982.2	982.2
10	35	1	61	0.05	533.1	533.1	733
10	7	2	62	0	232.6	415.9	415.9
10	14	3	63	0.15	316.9	316.9	316.9
10	20	3	64	0	283.7	800.1	1316.4
10	36	1	65	0	0	0	0
10	3	2	66	0.15	216.6	216.6	216.6
10	10	3	67	0.05	549.9	549.9	549.9
10	39	4	68	0.05	316.6	316.6	316.6
10	12	1	69	0	216.6	216.6	216.6
10	25	2	70	0.3	283.5	283.5	283.5
10	28	3	71	0.05	283.3	283.3	283.3
10	31	4	72	0.6	166.6	166.6	166.6
10	34	1	73	0	199.9	199.9	199.9
10	8	2	74	0	216.8	216.8	216.8
10	18	3	75	0.45	150	150	617
10	21	4	76	0	983	983	1315.7
10	33	1	77	0	215.5	215.5	665.1
10	5	2	78	0.05	316.6	316.6	316.6
10	40	3	79	0.1	749.8	749.8	883
10	4	4	80	0.6	484.4	484.4	884
11	2	2	1	0	133.3	133.3	133.3
11	5	3	2	0.2	432.4	432.4	532.8
11	24	4	3	0.2	316.3	316.3	1484.5
11	3	1	4	0	0	0	0
11	27	2	5	0.4	284.5	284.5	751.1
11	6	3	6	0.95	364.7	581.9	581.9
11	34	4	7	0	1116.9	1366.7	1366.7
11	33	2	8	0.5	367.5	367.5	750.9
11	23	2	9	0	299.4	716.5	1349.2
11	39	3	10	0.7	266.8	266.8	1166.5
11	29	4	11	0.6	1266	1266	2281.6
11	28	1	12	0.3	265.6	265.6	265.6
11	35	2	13	0.15	516.4	516.4	516.4
11	19	3	14	0.4	333.4	749.9	749.9
11	36	4	15	0	399.5	1015.9	1015.9
11	18	1	16	0	0	0	0
11	16	2	17	0	1149.6	1149.6	1149.6
11	20	3	18	0.3	1432.8	1765.8	1765.8
11	12	4	19	0.8	233.5	233.5	2132.1
11	9	1	20	0.05	116.8	116.8	116.8
11	17	2	21	0	599.9	1317	2866.5
11	31	3	22	0.45	183.8	666.9	666.9
11	8	4	23	0.15	449.5	1149.2	1149.2
11	1	1	24	0	433.1	433.1	616.1
11	11	2	25	0	250.3	250.3	250.3
11	13	3	26	0.05	334.5	334.5	1683
11	25	4	27	0	466.5	466.5	1515.7
11	40	1	28	0	532.8	532.8	532.8
11	10	2	29	0	0	0	0
11	38	3	30	0.5	216.5	216.5	968
11	30	4	31	0	616.3	1499.2	2966.5
11	37	1	32	0.35	215.5	215.5	215.5
11	15	2	33	0	1165.4	1165.4	1298.6
11	14	3	34	0.2	616.8	2515.9	2515.9
11	21	4	35	0.1	83.3	1785.4	1785.4
11	22	1	36	0.05	267.3	267.3	267.3
11	7	2	37	0.05	233.2	233.2	432.6
11	26	3	38	0.1	782.5	782.5	1066.4
11	32	4	39	0.35	350.2	2632	3049.2
11	4	1	40	0.1	183.2	183.2	733.1
11	3	2	41	0.15	250.1	250.1	250.1
11	38	3	42	0	402.5	586.7	885.4
11	24	4	43	0.25	500.2	1982	1982
11	13	1	44	0	100.1	100.1	100.1
11	32	2	45	0	349.8	349.8	983.7
11	6	3	46	0.3	399.5	583.6	583.6
11	22	4	47	0	699.7	1416.1	1749.3
11	12	1	48	0.1	416.5	416.5	416.5
11	11	2	49	0.1	316	1082.4	1082.4
11	35	3	50	0.9	833.1	833.1	833.1
11	25	4	51	0.9	799.9	799.9	799.9
11	15	1	52	0.65	850.1	850.1	850.1
11	4	2	53	0.1	280.9	930.6	930.6
11	27	3	54	0.95	450.2	583.1	583.1
11	20	4	55	0	699.8	1299.5	1299.5
11	16	1	56	0.6	550.7	550.7	550.7
11	14	2	57	0.4	433.3	433.3	433.3
11	30	3	58	0.65	600.3	600.3	600.3
11	10	4	59	0.8	866.5	1349.7	1349.7
11	9	1	60	0.1	533.1	533.1	533.1
11	23	2	61	0.05	400.6	400.6	667.2
11	2	3	62	0	150.5	150.5	633.6
11	36	4	63	0.15	1116	1268.3	1852
11	19	1	64	0	300	300	300
11	1	2	65	0	150.2	150.2	451.3
11	8	3	66	0.15	583.3	1483	1483
11	40	4	67	0.05	133.2	817.6	1614.9
11	34	1	68	0.05	550.1	550.1	550.1
11	29	2	69	0	833	833	833
11	17	3	70	0.3	232.2	599.1	599.1
11	18	4	71	0.05	166.9	166.9	1033.2
11	28	1	72	0.6	433.2	433.2	433.2
11	33	2	73	0	233.3	233.3	933.1
11	21	3	74	0	683.4	683.4	683.4
11	31	4	75	0.45	233.1	233.1	699.2
11	39	1	76	0	349.7	349.7	349.7
11	5	2	77	0	699.9	699.9	699.9
11	37	3	78	0.05	966.3	1434.7	1983
11	7	4	79	0.1	1249.9	1249.9	1249.9
11	26	1	80	0.6	300.9	300.9	300.9
12	16	3	1	0	134.6	134.6	384.6
12	39	4	2	0.2	316.6	316.6	316.6
12	34	1	3	0.2	0	0	0
12	19	2	4	0	0	0	0
12	5	3	5	0.4	483.1	899.7	899.7
12	11	4	6	0.95	183.3	183.3	183.3
12	31	1	7	0	0	0	0
12	10	2	8	0.5	251.6	251.6	934.8
12	38	3	9	0	0	0	0
12	23	4	10	0.7	267.3	267.3	267.3
12	29	1	11	0.6	533.1	533.1	533.1
12	36	2	12	0.3	199.9	199.9	1082.5
12	17	3	13	0.15	549.8	549.8	983.6
12	2	4	14	0.4	566.3	735.7	1683.7
12	8	1	15	0	0	0	0
12	37	2	16	0	0	0	0
12	18	3	17	0	1565.4	1766.6	1766.6
12	22	4	18	0.3	150	150	150
12	28	1	19	0.8	232.2	232.2	714.8
12	1	2	20	0.05	218.1	218.1	218.1
12	26	3	21	0	0	0	0
12	35	4	22	0.45	349.9	349.9	349.9
12	7	1	23	0.15	0	0	0
12	9	2	24	0	149.4	149.4	1747.6
12	14	3	25	0	585.3	585.3	585.3
12	13	4	26	0.05	199.9	199.9	1650.1
12	3	1	27	0	0	0	0
12	15	2	28	0	364.8	364.8	364.8
12	6	3	29	0	750.1	750.1	750.1
12	20	4	30	0.5	483.2	483.2	483.2
12	27	1	31	0	0	0	0
12	24	2	32	0.35	132.9	132.9	1315.9
12	21	3	33	0	765.1	848.5	848.5
12	40	4	34	0.2	166.7	166.7	166.7
12	33	1	35	0.1	0	0	0
12	25	2	36	0.05	0	0	0
12	12	3	37	0.05	300.6	384.8	384.8
12	32	4	38	0.1	733.1	733.1	733.1
12	4	1	39	0.35	167	167	167
12	30	2	40	0.1	0	0	0
12	17	3	41	0.15	233.3	233.3	233.3
12	3	4	42	0	233.2	233.2	233.2
12	15	1	43	0.25	265.6	265.6	265.6
12	27	2	44	0	0	0	0
12	39	3	45	0	383.1	383.1	383.1
12	26	4	46	0.3	99.9	99.9	99.9
12	23	1	47	0	200.1	200.1	200.1
12	29	2	48	0.1	200	200	200
12	5	3	49	0.1	449.6	449.6	999.9
12	30	4	50	0.9	283.4	283.4	283.4
12	7	1	51	0.9	0	0	0
12	9	2	52	0.65	0	0	0
12	35	3	53	0.1	216.5	216.5	216.5
12	12	4	54	0.95	166	166	166
12	14	1	55	0	0	0	0
12	2	2	56	0.6	233.9	233.9	666.4
12	16	3	57	0.4	0	0	0
12	37	4	58	0.65	133.4	513.8	1347.1
12	32	1	59	0.8	249.6	249.6	249.6
12	25	2	60	0.1	416.4	416.4	416.4
12	11	3	61	0.05	116.6	116.6	733.1
12	10	4	62	0	0	0	0
12	24	1	63	0.15	333.1	333.1	333.1
12	22	2	64	0	1133.7	1133.7	1133.7
12	36	3	65	0	166.6	301.1	301.1
12	40	4	66	0.15	633.1	633.1	633.1
12	6	1	67	0.05	199.9	199.9	199.9
12	18	2	68	0.05	0	0	0
12	20	3	69	0	748.3	748.3	748.3
12	33	4	70	0.3	233.3	233.3	233.3
12	31	1	71	0.05	0	0	0
12	1	2	72	0.6	0	0	0
12	34	3	73	0	233.5	233.5	833.2
12	28	4	74	0	216.8	216.8	216.8
12	4	1	75	0.45	133.1	133.1	133.1
12	13	2	76	0	566.5	566.5	566.5
12	38	3	77	0	383.6	1266.2	1266.2
12	21	4	78	0.05	432.2	432.2	898.7
12	8	1	79	0.1	0	0	0
12	19	2	80	0.6	716.4	1432.4	1432.4
14	18	2	1	0	0	0	0
14	31	3	2	0.2	416.5	416.5	499.9
14	38	4	3	0.2	0	0	0
14	36	1	4	0	0	0	0
14	3	2	5	0.4	133.3	133.3	133.3
14	8	3	6	0.95	416.1	416.1	416.1
14	27	4	7	0	183.2	183.2	183.2
14	6	2	8	0.5	199.8	199.8	199.8
14	30	2	9	0	949.4	949.4	949.4
14	15	3	10	0.7	249.9	249.9	249.9
14	16	4	11	0.6	299.9	299.9	299.9
14	23	1	12	0.3	183.9	183.9	183.9
14	12	2	13	0.15	149.9	149.9	149.9
14	37	3	14	0.4	616.4	616.4	616.4
14	1	4	15	0	183.1	183.1	416.3
14	28	1	16	0	299.9	299.9	299.9
14	25	2	17	0	466.5	466.5	966.3
14	7	3	18	0.3	683.1	683.1	683.1
14	10	4	19	0.8	766.7	766.7	766.7
14	2	1	20	0.05	166.6	166.6	166.6
14	17	2	21	0	0	0	0
14	14	3	22	0.45	0	0	0
14	39	4	23	0.15	399.9	399.9	399.9
14	22	1	24	0	433.1	433.1	782.9
14	24	2	25	0	0	0	0
14	35	3	26	0.05	549.9	549.9	549.9
14	33	4	27	0	216.5	216.5	216.5
14	11	1	28	0	0	0	0
14	5	2	29	0	0	0	0
14	9	3	30	0.5	216.9	216.9	216.9
14	19	4	31	0	1083.1	1083.1	1083.1
14	13	1	32	0.35	266.6	266.6	266.6
14	32	2	33	0	283.1	283.1	283.1
14	20	3	34	0.2	0	0	0
14	26	4	35	0.1	366.1	366.1	366.1
14	29	1	36	0.05	216.6	216.6	216.6
14	34	2	37	0.05	0	0	0
14	21	3	38	0.1	699.7	699.7	699.7
14	4	4	39	0.35	0	0	0
14	40	1	40	0.1	200.3	200.3	200.3
14	1	2	41	0.15	166.4	166.4	166.4
14	10	3	42	0	116.7	116.7	116.7
14	21	4	43	0.25	449.9	449.9	2000.4
14	12	1	44	0	199.5	199.5	199.5
14	15	2	45	0	314.7	314.7	314.7
14	30	3	46	0.3	199.6	366.2	466.2
14	33	4	47	0	1198.9	1198.9	1198.9
14	32	1	48	0.1	183.3	183.3	183.3
14	6	2	49	0.1	0	0	0
14	26	3	50	0.9	168	168	168
14	4	4	51	0.9	866.9	866.9	866.9
14	38	1	52	0.65	1115.8	1115.8	1282.4
14	36	2	53	0.1	266.9	1266.4	2231.2
14	17	3	54	0.95	516.5	516.5	516.5
14	27	4	55	0	283.3	1547.9	1547.9
14	14	1	56	0.6	498.9	498.9	498.9
14	37	2	57	0.4	333.2	333.2	333.2
14	39	3	58	0.65	233	233	899.7
14	3	4	59	0.8	766.4	950.2	950.2
14	31	1	60	0.1	467.2	467.2	467.2
14	29	2	61	0.05	465.8	465.8	465.8
14	22	3	62	0	716.4	716.4	716.4
14	2	4	63	0.15	466.5	466.5	466.5
14	35	1	64	0	133.3	133.3	133.3
14	20	2	65	0	449.7	1399.3	1399.3
14	18	3	66	0.15	250	250	250
14	16	4	67	0.05	116.2	116.2	1183.2
14	13	1	68	0.05	232.9	232.9	232.9
14	7	2	69	0	166.5	166.5	166.5
14	11	3	70	0.3	248.7	248.7	248.7
14	40	4	71	0.05	0	0	0
14	9	1	72	0.6	0	0	0
14	25	2	73	0	200	200	200
14	19	3	74	0	100.1	100.1	100.1
14	5	4	75	0.45	449.8	449.8	449.8
14	23	1	76	0	865.5	865.5	865.5
14	8	2	77	0	651.3	651.3	651.3
14	34	3	78	0.05	468.7	468.7	601.7
14	24	4	79	0.1	847.9	847.9	847.9
14	28	1	80	0.6	333.1	333.1	333.1
15	39	3	1	0	416.8	416.8	416.8
15	2	4	2	0.2	832.7	832.7	832.7
15	31	1	3	0.2	0	0	0
15	34	2	4	0	1016.3	1649.9	1649.9
15	13	3	5	0.4	1083.2	1083.2	1083.2
15	12	4	6	0.95	283.7	283.7	616.9
15	33	1	7	0	0	0	0
15	23	2	8	0.5	866.4	866.4	866.4
15	32	3	9	0	483.2	483.2	483.2
15	18	4	10	0.7	1332.5	1332.5	1332.5
15	35	1	11	0.6	333.4	333.4	333.4
15	14	2	12	0.3	0	0	0
15	19	3	13	0.15	499.7	899.6	1615.4
15	7	4	14	0.4	833	833	1199.6
15	36	1	15	0	233.3	233.3	233.3
15	6	2	16	0	0	0	0
15	9	3	17	0	416.6	416.6	416.6
15	10	4	18	0.3	1249.5	1249.5	1249.5
15	28	1	19	0.8	0	0	0
15	20	2	20	0.05	349.8	349.8	649.8
15	16	3	21	0	766.3	766.3	1016.4
15	17	4	22	0.45	315.5	1649	1649
15	25	1	23	0.15	0	0	0
15	15	2	24	0	250.8	250.8	350.7
15	5	3	25	0	466.4	466.4	466.4
15	21	4	26	0.05	633.6	633.6	633.6
15	27	1	27	0	349.9	349.9	349.9
15	4	2	28	0	82.9	82.9	82.9
15	1	3	29	0	266.5	266.5	266.5
15	24	4	30	0.5	549.8	549.8	783.2
15	26	1	31	0	249.8	249.8	432.7
15	29	2	32	0.35	1216.3	1216.3	1216.3
15	38	3	33	0	399.6	399.6	617.3
15	40	4	34	0.2	216.5	216.5	2449.4
15	8	1	35	0.1	0	0	0
15	30	2	36	0.05	1465.6	1465.6	1965.5
15	22	3	37	0.05	1134.1	1134.1	1134.1
15	11	4	38	0.1	133.3	133.3	133.3
15	3	1	39	0.35	466.4	466.4	466.4
15	37	2	40	0.1	533.2	533.2	533.2
15	6	3	41	0.15	366.6	366.6	366.6
15	24	4	42	0	1499.5	1499.5	1499.5
15	2	1	43	0.25	333.6	333.6	333.6
15	9	2	44	0	216.5	216.5	216.5
15	7	3	45	0	549.7	549.7	899.6
15	34	4	46	0.3	782.9	782.9	782.9
15	36	1	47	0	266.5	266.5	266.5
15	33	2	48	0.1	250	250	250
15	11	3	49	0.1	299.9	299.9	299.9
15	26	4	50	0.9	350.4	350.4	350.4
15	17	1	51	0.9	0	0	0
15	10	2	52	0.65	266.7	266.7	966.5
15	22	3	53	0.1	883	883	1664.4
15	8	4	54	0.95	866.3	866.3	866.3
15	25	1	55	0	683.2	683.2	1349.9
15	4	2	56	0.6	1232.8	1232.8	1232.8
15	28	3	57	0.4	249.9	249.9	249.9
15	1	4	58	0.65	1166.5	1166.5	2132.7
15	19	1	59	0.8	183.1	183.1	183.1
15	38	2	60	0.1	1150.1	1150.1	1150.1
15	16	3	61	0.05	716.4	716.4	716.4
15	18	4	62	0	699.7	699.7	699.7
15	35	1	63	0.15	900.3	900.3	900.3
15	20	2	64	0	0	0	0
15	30	3	65	0	0	0	0
15	14	4	66	0.15	0	0	0
15	37	1	67	0.05	316.7	316.7	316.7
15	27	2	68	0.05	833.1	833.1	833.1
15	32	3	69	0	566.5	566.5	566.5
15	23	4	70	0.3	299.8	299.8	299.8
15	3	1	71	0.05	299.8	299.8	299.8
15	5	2	72	0.6	549.7	549.7	549.7
15	31	3	73	0	466.4	466.4	466.4
15	40	4	74	0	666.5	666.5	666.5
15	39	1	75	0.45	333.9	333.9	333.9
15	29	2	76	0	183.1	183.1	183.1
15	15	3	77	0	1699.4	1699.4	2998.9
15	21	4	78	0.05	849.7	849.7	2016
15	12	1	79	0.1	333.2	333.2	333.2
15	13	2	80	0.6	1132.9	1132.9	1132.9
16	35	4	1	0	266.6	266.6	266.6
16	34	1	2	0.2	299.9	299.9	299.9
16	39	2	3	0.2	599.8	599.8	599.8
16	26	3	4	0	500	1416.3	1416.3
16	11	4	5	0.4	233.2	233.2	233.2
16	17	1	6	0.95	0	0	0
16	16	2	7	0	383.2	383.2	383.2
16	9	3	8	0.5	682.6	1049.2	1049.2
16	3	4	9	0	449.9	449.9	3031.5
16	29	1	10	0.7	366.6	366.6	366.6
16	18	2	11	0.6	949.6	949.6	949.6
16	1	3	12	0.3	216.7	216.7	1449.5
16	19	4	13	0.15	882.9	1865.9	2482.3
16	38	1	14	0.4	249.8	249.8	249.8
16	21	2	15	0	383.1	1099.7	1099.7
16	22	3	16	0	266.5	266.5	979
16	15	4	17	0	183.3	316.6	316.6
16	24	1	18	0.3	0	0	0
16	6	2	19	0.8	633.5	1066.7	1849.8
16	23	3	20	0.05	266.5	383.1	516.3
16	5	4	21	0	466.5	466.5	1332.8
16	7	1	22	0.45	0	0	0
16	13	2	23	0.15	333.3	333.3	333.3
16	14	3	24	0	999.6	999.6	999.6
16	8	4	25	0	399.6	399.6	899.3
16	28	1	26	0.05	549.9	549.9	549.9
16	27	2	27	0	866.4	866.4	866.4
16	12	3	28	0	1066.2	1066.2	1066.2
16	2	4	29	0	366.6	2316	2316
16	20	1	30	0.5	433.1	433.1	433.1
16	32	2	31	0	299.8	299.8	849.6
16	10	3	32	0.35	216.7	216.7	216.7
16	4	4	33	0	1282.8	1282.8	1932.6
16	30	1	34	0.2	349.8	349.8	349.8
16	36	2	35	0.1	299.9	299.9	299.9
16	33	3	36	0.05	700	700	700
16	37	4	37	0.05	932.7	932.7	3632.1
16	31	1	38	0.1	266.6	266.6	266.6
16	40	2	39	0.35	383.3	383.3	383.3
16	25	3	40	0.1	1116.4	2682.6	2682.6
16	16	4	41	0.15	933	1282.9	2232.1
16	38	1	42	0	416.4	416.4	416.4
16	21	2	43	0.25	316.6	1849.4	2748.5
16	25	3	44	0	216.6	966.4	966.4
16	12	4	45	0	216.6	216.6	1232.8
16	10	1	46	0.3	266.6	266.6	266.6
16	29	2	47	0	200	1599.5	1599.5
16	30	3	48	0.1	383.2	596.6	1179.9
16	17	4	49	0.1	199.4	199.4	1298.5
16	36	1	50	0.9	716.3	716.3	966.2
16	40	2	51	0.9	0	0	0
16	7	3	52	0.65	266.5	266.5	266.5
16	19	4	53	0.1	566.4	566.4	566.4
16	3	1	54	0.95	333.2	333.2	333.2
16	35	2	55	0	599.7	599.7	3298.8
16	33	3	56	0.6	266.5	266.5	266.5
16	27	4	57	0.4	832.7	1399.1	1399.1
16	37	1	58	0.65	216.5	216.5	216.5
16	18	2	59	0.8	649	649	649
16	24	3	60	0.1	816.7	816.7	816.7
16	34	4	61	0.05	332.7	332.7	332.7
16	26	1	62	0	316.3	416.3	416.3
16	13	2	63	0.15	233	233	233
16	9	3	64	0	582.5	582.5	582.5
16	39	4	65	0	0	0	0
16	32	1	66	0.15	266.7	266.7	266.7
16	2	2	67	0.05	283.4	283.4	283.4
16	23	3	68	0.05	766.3	2166.1	2166.1
16	15	4	69	0	316.5	316.5	316.5
16	1	1	70	0.3	233.2	483.1	483.1
16	14	2	71	0.05	649.7	649.7	649.7
16	31	3	72	0.6	749.7	749.7	749.7
16	20	4	73	0	466.5	466.5	466.5
16	5	1	74	0	0	0	0
16	8	2	75	0.45	416.5	1082.9	1082.9
16	11	3	76	0	516.4	516.4	516.4
16	22	4	77	0	549.3	915.9	1931.9
16	4	1	78	0.05	799.7	799.7	1032.9
16	28	2	79	0.1	1282.8	1549.3	2132.5
16	6	3	80	0.6	699.8	1666.2	1666.2
17	1	2	1	0	166.6	166.6	166.6
17	20	3	2	0.2	0	0	0
17	7	4	3	0.2	0	0	0
17	15	1	4	0	0	0	0
17	19	2	5	0.4	182.9	182.9	182.9
17	40	3	6	0.95	0	0	0
17	22	4	7	0	166.6	166.6	166.6
17	26	2	8	0.5	0	0	0
17	36	2	9	0	781.5	781.5	781.5
17	12	3	10	0.7	482.9	482.9	482.9
17	4	4	11	0.6	0	0	0
17	30	1	12	0.3	0	0	0
17	6	2	13	0.15	217.1	217.1	483.6
17	34	3	14	0.4	0	0	0
17	9	4	15	0	0	0	0
17	25	1	16	0	332	332	332
17	18	2	17	0	183.2	183.2	183.2
17	2	3	18	0.3	316.6	316.6	316.6
17	31	4	19	0.8	266.7	266.7	266.7
17	14	1	20	0.05	0	0	0
17	35	2	21	0	0	0	0
17	27	3	22	0.45	0	0	0
17	5	4	23	0.15	0	0	0
17	17	1	24	0	166.6	166.6	166.6
17	37	2	25	0	183.3	183.3	183.3
