Participant_Num	Frame_Num	Condition	Fixation_Num	Pupil_Size	Fixation_Time	Trial	Word_pred
7	51	1	2	NA	116.6	2	0.9
7	51	1	3	NA	499.7	2	0.9
7	51	1	4	NA	266	2	0.9
7	51	1	5	NA	133.3	2	0.9
7	52	2	1	2.6	316.6	22	0.65
7	52	2	2	2.7	282.8	22	0.65
7	52	2	3	2.7	783	22	0.65
7	52	2	4	2.8	116.6	22	0.65
7	52	2	5	NA	232.4	22	0.65
7	53	3	1	2.9	100.9	1	0.1
7	53	3	2	2.8	132.8	1	0.1
7	53	3	3	2.8	NA	1	0.1
7	53	3	4	2.8	152.4	1	0.1
7	53	3	5	2.8	351.4	1	0.1
7	54	4	1	2.8	248.7	7	0.95
7	54	4	2	2.8	300.1	7	0.95
7	54	4	3	2.7	216.6	7	0.95
7	54	4	4	2.7	183.8	7	0.95
7	54	4	5	2.8	833	7	0.95
7	55	1	1	2.7	NA	21	0
7	55	1	2	2.7	283.6	21	0
7	55	1	3	2.7	333.2	21	0
7	55	1	4	2.8	366.6	21	0
7	55	1	5	2.7	150	21	0
7	56	2	1	2.8	NA	13	0.6
7	56	2	2	2.7	416.5	13	0.6
7	56	2	3	2.7	149.6	13	0.6
7	56	2	4	2.8	166.6	13	0.6
7	56	2	5	2.7	183.6	13	0.6
7	57	3	1	2.9	399.6	19	0.4
7	57	3	2	2.9	383.5	19	0.4
7	57	3	3	2.8	216.8	19	0.4
7	57	3	4	2.9	133.2	19	0.4
7	57	3	5	2.9	283.4	19	0.4
7	58	4	1	2.7	883.1	8	0.65
7	58	4	2	2.6	399.8	8	0.65
7	58	4	3	2.6	100.1	8	0.65
7	58	4	4	2.6	183.2	8	0.65
7	58	4	5	2.6	600.2	8	0.65
7	59	1	1	2.6	NA	39	0.8
7	59	1	2	2.6	816.4	39	0.8
7	59	1	3	2.5	283.2	39	0.8
7	59	1	4	2.6	400	39	0.8
7	59	1	5	2.6	651.3	39	0.8
7	60	2	1	2.6	499.8	18	0.1
7	60	2	2	2.6	433.3	18	0.1
7	60	2	3	2.7	416.5	18	0.1
7	60	2	4	2.7	148.9	18	0.1
7	60	2	5	2.6	233.3	18	0.1
7	61	3	1	2.5	232.7	32	0.05
7	61	3	2	2.5	598.7	32	0.05
7	61	3	3	2.6	298.9	32	0.05
7	61	3	4	2.6	182.5	32	0.05
7	61	3	5	2.5	NA	32	0.05
7	62	4	1	2.6	200	25	0
7	62	4	2	2.6	216.8	25	0
7	62	4	3	2.7	NA	25	0
7	62	4	4	2.8	250.1	25	0
7	62	4	5	2.6	433.2	25	0
7	63	1	1	2.5	NA	31	0.15
7	63	1	2	2.5	633.1	31	0.15
7	63	1	3	2.6	699.5	31	0.15
7	63	1	4	2.7	333.3	31	0.15
7	63	1	5	2.5	151.6	31	0.15
7	64	2	1	2.6	167	9	0
7	64	2	2	2.6	NA	9	0
7	64	2	3	2.7	199.7	9	0
7	64	2	4	2.7	399.4	9	0
7	64	2	5	NA	150.7	9	0
7	65	3	1	NA	1049.6	23	0
7	65	3	2	NA	183.2	23	0
7	65	3	3	NA	299.9	23	0
7	65	3	4	NA	183.2	23	0
7	65	3	5	NA	NA	23	0
7	66	4	1	2.7	268.4	30	0.15
7	66	4	2	2.7	733.1	30	0.15
7	66	4	3	2.6	NA	30	0.15
7	66	4	4	2.7	216.6	30	0.15
7	66	4	5	2.7	184.2	30	0.15
7	67	1	1	2.6	450.8	17	0.05
7	67	1	2	2.5	183.3	17	0.05
7	67	1	3	2.6	234.3	17	0.05
7	67	1	4	2.7	100.7	17	0.05
7	67	1	5	2.5	250	17	0.05
7	68	2	1	NA	300.6	3	0.05
7	68	2	2	NA	549.7	3	0.05
7	68	2	3	NA	100.6	3	0.05
7	68	2	4	NA	282.9	3	0.05
7	68	2	5	NA	NA	3	0.05
7	69	3	1	2.6	199.9	28	0
7	69	3	2	2.6	366.5	28	0
7	69	3	3	2.7	366.5	28	0
7	69	3	4	2.7	NA	28	0
7	69	3	5	2.6	301.5	28	0
7	70	4	1	2.7	150	4	0.3
7	70	4	2	2.7	166.2	4	0.3
7	70	4	3	2.6	NA	4	0.3
7	70	4	4	2.6	349.8	4	0.3
7	70	4	5	2.7	233.2	4	0.3
7	71	1	1	NA	81.8	27	0.05
7	71	1	2	NA	367.4	27	0.05
7	71	1	3	NA	450.4	27	0.05
7	71	1	4	NA	NA	27	0.05
7	71	1	5	NA	315.2	27	0.05
7	72	2	1	2.7	116.6	33	0.6
7	72	2	2	3	NA	33	0.6
7	72	2	3	NA	NA	33	0.6
7	72	2	4	NA	201.1	33	0.6
7	72	2	5	NA	383.2	33	0.6
7	73	3	1	2.8	NA	6	0
7	73	3	2	2.8	314.6	6	0
7	73	3	3	2.7	149.8	6	0
7	73	3	4	2.7	767.2	6	0
7	73	3	5	2.8	NA	6	0
7	74	4	1	2.8	349.7	12	0
7	74	4	2	2.8	383.3	12	0
7	74	4	3	2.8	166.6	12	0
7	74	4	4	2.8	166.7	12	0
7	74	4	5	NA	266.5	12	0
7	75	1	1	2.6	116.6	24	0.45
7	75	1	2	2.7	316.6	24	0.45
7	75	1	3	2.6	483.6	24	0.45
7	75	1	4	2.6	417.2	24	0.45
7	75	1	5	2.7	216.8	24	0.45
7	76	2	1	2.6	482.5	40	0
7	76	2	2	2.6	182.8	40	0
7	76	2	3	2.7	NA	40	0
7	76	2	4	2.7	633.1	40	0
7	76	2	5	2.6	166.6	40	0
7	77	3	1	NA	250.7	29	0
7	77	3	2	NA	217.3	29	0
7	77	3	3	NA	199.9	29	0
7	77	3	4	NA	233.5	29	0
7	77	3	5	NA	83.4	29	0
7	78	4	1	2.7	99.8	26	0.05
7	78	4	2	2.6	283.2	26	0.05
7	78	4	3	2.8	400.2	26	0.05
7	78	4	4	2.7	133.4	26	0.05
7	78	4	5	2.6	NA	26	0.05
7	79	1	1	2.8	NA	20	0.1
7	79	1	2	2.8	100	20	0.1
7	79	1	3	2.8	NA	20	0.1
7	79	1	4	2.8	267.1	20	0.1
7	79	1	5	2.8	150	20	0.1
7	80	2	1	2.7	1082.2	10	0.6
7	80	2	2	2.7	332.7	10	0.6
7	80	2	3	2.7	282.8	10	0.6
7	80	2	4	2.6	182.9	10	0.6
7	80	2	5	2.7	449.8	10	0.6
8	1	2	1	2.6	283.1	32	0
8	1	2	2	2.6	365.5	32	0
8	1	2	3	2.7	466.4	32	0
8	1	2	4	NA	382.3	32	0
8	1	2	5	NA	165.6	32	0
8	2	3	1	2.7	NA	28	0.2
8	2	3	2	2.7	483.2	28	0.2
8	2	3	3	2.7	151.1	28	0.2
8	2	3	4	2.8	332.1	28	0.2
8	2	3	5	NA	NA	28	0.2
8	3	4	1	2.8	283.8	22	0.2
8	3	4	2	2.8	266.5	22	0.2
8	3	4	3	2.9	115.7	22	0.2
8	3	4	4	3	NA	22	0.2
8	3	4	5	2.8	299.8	22	0.2
8	4	1	1	2.7	267	30	0
8	4	1	2	2.7	233.2	30	0
8	4	1	3	2.7	NA	30	0
8	4	1	4	2.7	215.7	30	0
8	4	1	5	2.7	166.2	30	0
8	5	2	1	NA	NA	8	0.4
8	5	2	2	NA	250.1	8	0.4
8	5	2	3	NA	466.2	8	0.4
8	5	2	4	NA	183.5	8	0.4
8	5	2	5	NA	417.1	8	0.4
8	6	3	1	2.7	232	1	0.95
8	6	3	2	2.7	NA	1	0.95
8	6	3	3	2.7	433.1	1	0.95
8	6	3	4	2.9	249.9	1	0.95
8	6	3	5	NA	NA	1	0.95
8	7	4	1	2.6	382.1	40	0
8	7	4	2	2.7	249.9	40	0
8	7	4	3	NA	184.1	40	0
8	7	4	4	NA	233.3	40	0
8	7	4	5	NA	NA	40	0
8	9	2	1	NA	333.4	5	0.5
8	9	2	2	NA	166.9	5	0.5
8	9	2	3	NA	232.9	5	0.5
8	9	2	4	NA	NA	5	0.5
8	9	2	5	NA	633.2	5	0.5
8	9	2	1	2.6	434.1	9	0
8	9	2	2	2.7	400	9	0
8	9	2	3	2.8	NA	9	0
8	9	2	4	2.8	433.3	9	0
8	9	2	5	2.7	166.7	9	0
8	10	3	1	2.6	NA	10	0.7
8	10	3	2	2.6	251.1	10	0.7
8	10	3	3	2.6	165.6	10	0.7
8	10	3	4	NA	283.2	10	0.7
8	10	3	5	NA	216.7	10	0.7
8	11	4	1	2.7	216.5	16	0.6
8	11	4	2	2.6	217.1	16	0.6
8	11	4	3	2.6	NA	16	0.6
8	11	4	4	2.7	216.7	16	0.6
8	11	4	5	2.6	349.8	16	0.6
8	12	1	1	2.8	483.1	27	0.3
8	12	1	2	2.7	266.5	27	0.3
8	12	1	3	2.8	149.9	27	0.3
8	12	1	4	2.8	333.1	27	0.3
8	12	1	5	2.7	NA	27	0.3
8	13	2	1	2.6	100	4	0.15
8	13	2	2	2.6	NA	4	0.15
8	13	2	3	2.7	249.9	4	0.15
8	13	2	4	2.7	182.4	4	0.15
8	13	2	5	2.6	382.5	4	0.15
8	14	3	1	2.8	299.9	24	0.4
8	14	3	2	2.8	250.4	24	0.4
8	14	3	3	2.8	268	24	0.4
8	14	3	4	NA	NA	24	0.4
8	14	3	5	NA	NA	24	0.4
8	15	4	1	2.7	549.7	23	0
8	15	4	2	2.7	249.5	23	0
8	15	4	3	2.7	215.9	23	0
8	15	4	4	2.8	NA	23	0
8	15	4	5	NA	117.2	23	0
8	16	1	1	2.7	214.7	18	0
8	16	1	2	2.7	233.5	18	0
8	16	1	3	2.7	217.2	18	0
8	16	1	4	2.7	218.4	18	0
8	16	1	5	2.7	366.5	18	0
8	17	2	1	2.6	NA	36	0
8	17	2	2	2.6	NA	36	0
8	17	2	3	2.7	116.8	36	0
8	17	2	4	2.7	413.8	36	0
8	17	2	5	2.6	133.1	36	0
8	18	3	1	2.6	300.6	6	0.3
8	18	3	2	2.6	583.1	6	0.3
8	18	3	3	2.7	266.6	6	0.3
8	18	3	4	2.6	83.3	6	0.3
8	18	3	5	2.6	233.2	6	0.3
8	19	4	1	2.8	132.5	3	0.8
8	19	4	2	2.7	233.2	3	0.8
8	19	4	3	NA	NA	3	0.8
8	19	4	4	NA	216.6	3	0.8
8	19	4	5	NA	116	3	0.8
8	20	1	1	NA	365.8	19	0.05
8	20	1	2	NA	384.4	19	0.05
8	20	1	3	NA	649.7	19	0.05
8	20	1	4	NA	433.4	19	0.05
8	20	1	5	NA	150	19	0.05
8	21	2	1	2.6	NA	37	0
8	21	2	2	2.7	383.3	37	0
8	21	2	3	2.7	166.4	37	0
8	21	2	4	2.7	299.9	37	0
8	21	2	5	2.7	NA	37	0
8	22	3	1	2.9	317.3	26	0.45
8	22	3	2	2.9	83.3	26	0.45
8	22	3	3	2.8	232.8	26	0.45
8	22	3	4	2.8	183.5	26	0.45
8	22	3	5	2.9	699.7	26	0.45
8	23	4	1	2.7	383.2	39	0.15
8	23	4	2	2.7	115.5	39	0.15
8	23	4	3	2.7	399.9	39	0.15
8	23	4	4	2.7	416.7	39	0.15
8	23	4	5	2.7	466.3	39	0.15
8	24	1	1	NA	117.7	13	0
8	24	1	2	NA	NA	13	0
8	24	1	3	NA	166.6	13	0
8	24	1	4	NA	148.9	13	0
8	24	1	5	NA	450.1	13	0
8	25	2	1	2.7	332.9	25	0
8	25	2	2	2.7	334.1	25	0
8	25	2	3	2.7	116.7	25	0
8	25	2	4	2.7	NA	25	0
8	25	2	5	2.7	167.6	25	0
8	26	3	1	2.6	180.7	33	0.05
8	26	3	2	2.6	516.9	33	0.05
8	26	3	3	2.6	415.9	33	0.05
8	26	3	4	NA	182.1	33	0.05
8	26	3	5	NA	317	33	0.05
8	27	4	1	2.7	266.5	29	0
8	27	4	2	2.7	282.7	29	0
8	27	4	3	2.8	299.9	29	0
8	27	4	4	2.8	135.3	29	0
8	27	4	5	2.7	200.4	29	0
8	28	1	1	NA	249.3	35	0
8	28	1	2	NA	NA	35	0
8	28	1	3	NA	316.5	35	0
8	28	1	4	NA	166.8	35	0
8	28	1	5	NA	283.2	35	0
8	29	2	1	2.8	299.6	21	0
8	29	2	2	2.8	183.3	21	0
8	29	2	3	2.8	132.8	21	0
8	29	2	4	2.8	516.4	21	0
8	29	2	5	2.8	NA	21	0
8	30	3	1	2.7	233.1	17	0.5
8	30	3	2	2.7	516.5	17	0.5
8	30	3	3	2.7	249.9	17	0.5
8	30	3	4	2.7	183.2	17	0.5
8	30	3	5	2.7	200.4	17	0.5
8	31	4	1	2.6	83.2	15	0
8	31	4	2	2.6	NA	15	0
8	31	4	3	2.7	133.7	15	0
8	31	4	4	2.6	401.9	15	0
8	31	4	5	NA	200.5	15	0
8	32	1	1	2.7	250	31	0.35
8	32	1	2	2.7	166.6	31	0.35
8	32	1	3	2.7	833	31	0.35
8	32	1	4	2.8	149.9	31	0.35
8	32	1	5	2.7	215.1	31	0.35
8	33	2	1	3	249.9	20	0
8	33	2	2	3	183.5	20	0
8	33	2	3	3	416.2	20	0
8	33	2	4	3	NA	20	0
8	33	2	5	3	116.5	20	0
8	34	3	1	NA	217.2	7	0.2
8	34	3	2	NA	249.8	7	0.2
8	34	3	3	NA	150	7	0.2
8	34	3	4	NA	417.1	7	0.2
8	34	3	5	NA	131.8	7	0.2
8	35	4	1	2.6	216.6	14	0.1
8	35	4	2	2.6	432.1	14	0.1
8	35	4	3	2.5	199.9	14	0.1
8	35	4	4	NA	333.3	14	0.1
8	35	4	5	NA	116.6	14	0.1
8	36	1	1	2.7	NA	34	0.05
8	36	1	2	2.7	100	34	0.05
8	36	1	3	2.8	333	34	0.05
8	36	1	4	2.9	233.2	34	0.05
8	36	1	5	2.7	266.5	34	0.05
8	37	2	1	2.7	717.1	2	0.05
8	37	2	2	NA	483.1	2	0.05
8	37	2	3	NA	699.7	2	0.05
8	37	2	4	NA	283.4	2	0.05
8	37	2	5	NA	234	2	0.05
8	38	3	1	NA	333.2	11	0.1
8	38	3	2	NA	282.9	11	0.1
8	38	3	3	NA	167.2	11	0.1
8	38	3	4	NA	NA	11	0.1
8	38	3	5	NA	182.3	11	0.1
8	39	4	1	2.7	367.1	12	0.35
8	39	4	2	2.7	233.4	12	0.35
8	39	4	3	2.7	216.6	12	0.35
8	39	4	4	2.7	999.6	12	0.35
8	39	4	5	2.7	1249.6	12	0.35
8	40	1	1	2.6	199.9	38	0.1
8	40	1	2	2.6	733.1	38	0.1
8	40	1	3	2.6	200.4	38	0.1
8	40	1	4	2.6	1549.6	38	0.1
8	40	1	5	2.6	299.8	38	0.1
8	41	2	1	NA	266.7	30	0.15
8	41	2	2	NA	184.2	30	0.15
8	41	2	3	NA	832.2	30	0.15
8	41	2	4	NA	233.2	30	0.15
8	41	2	5	NA	283.3	30	0.15
8	42	3	1	2.6	184.1	34	0
8	42	3	2	2.8	716.4	34	0
8	42	3	3	2.8	266.7	34	0
8	42	3	4	2.8	766.4	34	0
8	42	3	5	2.8	151.8	34	0
8	43	4	1	2.6	199.9	32	0.25
8	43	4	2	2.6	317.2	32	0.25
8	43	4	3	2.6	299.9	32	0.25
8	43	4	4	2.7	132.9	32	0.25
8	43	4	5	2.6	399.8	32	0.25
8	44	1	1	2.7	150	12	0
8	44	1	2	2.8	297.4	12	0
8	44	1	3	2.8	249.4	12	0
8	44	1	4	2.8	483.2	12	0
8	44	1	5	2.8	366.5	12	0
8	45	2	1	NA	430	13	0
8	45	2	2	NA	183.6	13	0
8	45	2	3	NA	152.3	13	0
8	45	2	4	NA	499.8	13	0
8	45	2	5	NA	316.5	13	0
8	46	3	1	2.5	899.7	33	0.3
8	46	3	2	2.5	684.4	33	0.3
8	46	3	3	2.5	967.4	33	0.3
8	46	3	4	NA	216.1	33	0.3
8	46	3	5	NA	366.9	33	0.3
8	47	4	1	2.9	433.1	2	0
8	47	4	2	2.8	533.6	2	0
8	47	4	3	2.9	249.9	2	0
8	47	4	4	2.9	416.4	2	0
8	47	4	5	2.8	83.4	2	0
8	48	1	1	2.6	249.1	29	0.1
8	48	1	2	2.6	499.8	29	0.1
8	48	1	3	2.6	468.4	29	0.1
8	48	1	4	2.7	349.9	29	0.1
8	48	1	5	2.6	432.7	29	0.1
8	49	2	1	2.6	233.2	23	0.1
8	49	2	2	2.6	449.5	23	0.1
8	49	2	3	2.7	NA	23	0.1
8	49	2	4	2.7	NA	23	0.1
8	49	2	5	2.6	416.6	23	0.1
8	50	3	1	2.6	299.4	19	0.9
8	50	3	2	2.7	NA	19	0.9
8	50	3	3	2.7	167	19	0.9
8	50	3	4	2.7	NA	19	0.9
8	50	3	5	2.7	300.7	19	0.9
8	51	4	1	2.8	433.5	3	0.9
8	51	4	2	2.8	166.6	3	0.9
8	51	4	3	2.8	416.5	3	0.9
8	51	4	4	2.3	85.1	3	0.9
8	51	4	5	2.8	NA	3	0.9
8	52	1	1	2.8	NA	8	0.65
8	52	1	2	2.9	201.2	8	0.65
8	52	1	3	2.9	1349.5	8	0.65
8	52	1	4	2.9	132.1	8	0.65
8	52	1	5	NA	99.9	8	0.65
8	53	2	1	2.8	NA	6	0.1
8	53	2	2	2.8	166.7	6	0.1
8	53	2	3	2.9	NA	6	0.1
8	53	2	4	2.9	83.3	6	0.1
8	53	2	5	NA	433.2	6	0.1
8	54	3	1	2.8	166.7	14	0.95
8	54	3	2	2.8	NA	14	0.95
8	54	3	3	2.7	333.4	14	0.95
8	54	3	4	2.6	215.5	14	0.95
8	54	3	5	2.8	233.4	14	0.95
8	55	4	1	2.7	NA	10	0
8	55	4	2	2.8	116.8	10	0
8	55	4	3	2.8	83.4	10	0
8	55	4	4	2.8	433.8	10	0
8	55	4	5	NA	NA	10	0
8	56	1	1	2.7	NA	21	0.6
8	56	1	2	2.7	84.2	21	0.6
8	56	1	3	2.7	316.6	21	0.6
8	56	1	4	2.8	266.6	21	0.6
8	56	1	5	2.7	NA	21	0.6
8	57	2	1	2.6	233.5	17	0.4
8	57	2	2	2.6	416.5	17	0.4
8	57	2	3	2.6	200.2	17	0.4
8	57	2	4	2.7	NA	17	0.4
8	57	2	5	NA	349.9	17	0.4
8	58	3	1	NA	NA	22	0.65
8	58	3	2	NA	366.6	22	0.65
8	58	3	3	NA	250	22	0.65
8	58	3	4	NA	399.1	22	0.65
8	58	3	5	NA	249.8	22	0.65
8	59	4	1	2.7	NA	36	0.8
8	59	4	2	2.7	NA	36	0.8
8	59	4	3	2.6	135.8	36	0.8
8	59	4	4	2.6	251	36	0.8
8	59	4	5	2.7	NA	36	0.8
8	60	1	1	2.7	84.7	27	0.1
8	60	1	2	2.7	NA	27	0.1
8	60	1	3	2.7	182.7	27	0.1
8	60	1	4	2.7	349.9	27	0.1
8	60	1	5	2.7	266.6	27	0.1
8	61	2	1	2.7	416.6	11	0.05
8	61	2	2	2.7	NA	11	0.05
8	61	2	3	2.8	133.6	11	0.05
8	61	2	4	2.8	201.2	11	0.05
8	61	2	5	2.7	134.5	11	0.05
8	62	3	1	2.7	165.8	18	0
8	62	3	2	2.7	466.3	18	0
8	62	3	3	2.7	NA	18	0
8	62	3	4	2.7	266.5	18	0
8	62	3	5	2.7	283.3	18	0
8	63	4	1	2.7	NA	26	0.15
8	63	4	2	2.7	NA	26	0.15
8	63	4	3	2.6	333.6	26	0.15
8	63	4	4	2.6	204.8	26	0.15
8	63	4	5	2.7	865.6	26	0.15
8	64	1	1	2.8	133.4	20	0
8	64	1	2	2.7	882.6	20	0
8	64	1	3	2.7	333.7	20	0
8	64	1	4	2.7	NA	20	0
8	64	1	5	2.7	716	20	0
8	65	2	1	2.7	NA	35	0
8	65	2	2	2.7	183.3	35	0
8	65	2	3	2.7	NA	35	0
8	65	2	4	2.7	NA	35	0
8	65	2	5	2.7	299.9	35	0
8	66	3	1	2.6	216.5	31	0.15
8	66	3	2	2.7	199.9	31	0.15
8	66	3	3	2.8	466.3	31	0.15
8	66	3	4	2.7	216.7	31	0.15
8	66	3	5	2.7	533.8	31	0.15
8	67	4	1	2.6	383.3	37	0.05
8	67	4	2	2.6	233.1	37	0.05
8	67	4	3	2.6	183.2	37	0.05
8	67	4	4	2.6	216.6	37	0.05
8	67	4	5	2.6	516.8	37	0.05
8	68	1	1	2.6	133.2	40	0.05
8	68	1	2	2.6	350.2	40	0.05
8	68	1	3	2.7	449.8	40	0.05
8	68	1	4	2.7	149.9	40	0.05
8	68	1	5	2.6	166.4	40	0.05
8	69	2	1	2.7	NA	25	0
8	69	2	2	2.4	NA	25	0
8	69	2	3	2.7	234.9	25	0
8	69	2	4	2.7	400.2	25	0
8	69	2	5	2.4	NA	25	0
8	70	3	1	NA	233.2	7	0.3
8	70	3	2	NA	949.8	7	0.3
8	70	3	3	NA	NA	7	0.3
8	70	3	4	NA	NA	7	0.3
8	70	3	5	NA	383.8	7	0.3
8	71	4	1	2.8	1132.9	28	0.05
8	71	4	2	NA	133.3	28	0.05
8	71	4	3	NA	NA	28	0.05
8	71	4	4	NA	NA	28	0.05
8	71	4	5	NA	299.9	28	0.05
8	72	1	1	2.7	266.6	9	0.6
8	72	1	2	2.7	NA	9	0.6
8	72	1	3	2.9	216.7	9	0.6
8	72	1	4	NA	NA	9	0.6
8	72	1	5	NA	199.8	9	0.6
8	73	2	1	NA	233.4	1	0
8	73	2	2	NA	302.1	1	0
8	73	2	3	NA	251.7	1	0
8	73	2	4	NA	200	1	0
8	73	2	5	NA	216.5	1	0
8	74	3	1	2.6	166.6	38	0
8	74	3	2	2.6	166.1	38	0
8	74	3	3	2.6	665.5	38	0
8	74	3	4	2.6	NA	38	0
8	74	3	5	NA	133.2	38	0
8	75	4	1	2.7	217.4	39	0.45
8	75	4	2	2.6	266.5	39	0.45
8	75	4	3	2.7	999.5	39	0.45
8	75	4	4	2.9	201.9	39	0.45
8	75	4	5	2.6	583.2	39	0.45
8	76	1	1	2.6	165.2	16	0
8	76	1	2	2.6	132.4	16	0
8	76	1	3	2.6	266.8	16	0
8	76	1	4	2.9	183.8	16	0
8	76	1	5	NA	233.2	16	0
8	77	2	1	2.8	1233.1	5	0
8	77	2	2	2.7	151.2	5	0
8	77	2	3	2.7	548.6	5	0
8	77	2	4	2.7	133.9	5	0
8	77	2	5	2.7	566.5	5	0
8	78	3	1	2.7	499.8	24	0.05
8	78	3	2	2.7	166.7	24	0.05
8	78	3	3	2.7	233.4	24	0.05
8	78	3	4	2.8	217.5	24	0.05
8	78	3	5	NA	282.6	24	0.05
8	79	4	1	2.8	NA	15	0.1
8	79	4	2	2.7	NA	15	0.1
8	79	4	3	2.7	433.1	15	0.1
8	79	4	4	2.8	233.1	15	0.1
8	79	4	5	2.7	516	15	0.1
8	80	1	1	2.9	200.8	4	0.6
8	80	1	2	2.8	551.6	4	0.6
8	80	1	3	2.9	166.7	4	0.6
8	80	1	4	3	1648.8	4	0.6
8	80	1	5	2.8	516.4	4	0.6
9	1	4	1	3.1	550	29	0
9	1	4	2	3	649.8	29	0
9	1	4	3	3.1	NA	29	0
9	1	4	4	NA	633.6	29	0
9	1	4	5	NA	283.1	29	0
9	2	1	1	3.2	433.6	27	0.2
9	2	1	2	3.1	NA	27	0.2
9	2	1	3	3.2	266.6	27	0.2
9	2	1	4	3.1	466	27	0.2
9	2	1	5	3.1	616.5	27	0.2
9	3	2	1	3.1	1049.5	11	0.2
9	3	2	2	3.1	NA	11	0.2
9	3	2	3	3.1	399.9	11	0.2
9	3	2	4	NA	116.7	11	0.2
9	3	2	5	NA	533.1	11	0.2
9	4	3	1	3	NA	22	0
9	4	3	2	3	416.4	22	0
9	4	3	3	3	816.3	22	0
9	4	3	4	3	NA	22	0
9	4	3	5	3	732.9	22	0
9	5	4	1	3.2	499.8	4	0.4
9	5	4	2	3.3	1016.7	4	0.4
9	5	4	3	3.2	NA	4	0.4
9	5	4	4	3.2	733.1	4	0.4
9	5	4	5	3.3	899.6	4	0.4
9	6	1	1	NA	199.9	9	0.95
9	6	1	2	NA	NA	9	0.95
9	6	1	3	NA	NA	9	0.95
9	6	1	4	NA	83.3	9	0.95
9	6	1	5	NA	283.1	9	0.95
9	7	2	1	3	316.8	10	0
9	7	2	2	3.1	566.4	10	0
9	7	2	3	NA	183.8	10	0
9	7	2	4	NA	433.2	10	0
9	7	2	5	NA	NA	10	0
9	8	3	1	3.2	399.8	7	0.5
9	8	3	2	3.1	616.1	7	0.5
9	8	3	3	3.1	1166.3	7	0.5
9	8	3	4	3.2	316.5	7	0.5
9	8	3	5	3.1	216.6	7	0.5
9	9	4	1	3.2	233.2	33	0
9	9	4	2	3.2	250.1	33	0
9	9	4	3	3.2	283.4	33	0
9	9	4	4	3.2	249.9	33	0
9	9	4	5	3.2	499.9	33	0
9	10	1	1	NA	383.3	17	0.7
9	10	1	2	NA	449.8	17	0.7
9	10	1	3	NA	1082.6	17	0.7
9	10	1	4	NA	684	17	0.7
9	10	1	5	NA	483.3	17	0.7
9	11	2	1	3.3	NA	8	0.6
9	11	2	2	3.2	433.2	8	0.6
9	11	2	3	NA	189	8	0.6
9	11	2	4	NA	166.6	8	0.6
9	11	2	5	NA	283.2	8	0.6
9	12	3	1	3	266.6	24	0.3
9	12	3	2	3	183	24	0.3
9	12	3	3	3	683	24	0.3
9	12	3	4	3	366.3	24	0.3
9	12	3	5	NA	516.4	24	0.3
9	13	4	1	3.2	366.6	34	0.15
9	13	4	2	3.1	416.4	34	0.15
9	13	4	3	3.2	199.9	34	0.15
9	13	4	4	NA	NA	34	0.15
9	13	4	5	NA	NA	34	0.15
9	14	1	1	NA	NA	16	0.4
9	14	1	2	NA	682.7	16	0.4
9	14	1	3	NA	216.6	16	0.4
9	14	1	4	NA	183.2	16	0.4
9	14	1	5	NA	116.5	16	0.4
9	15	2	1	3.1	283.2	39	0
9	15	2	2	3.1	449.9	39	0
9	15	2	3	3.1	383.1	39	0
9	15	2	4	NA	1399.6	39	0
9	15	2	5	NA	633.4	39	0
9	16	3	1	3.2	183.3	37	0
9	16	3	2	3.2	616.4	37	0
9	16	3	3	3.2	533.1	37	0
9	16	3	4	3.2	549.8	37	0
9	16	3	5	3.2	549.4	37	0
9	17	4	1	2.9	333.2	26	0
9	17	4	2	2.9	182.9	26	0
9	17	4	3	3	383.1	26	0
9	17	4	4	3.1	916.3	26	0
9	17	4	5	2.9	416.4	26	0
9	18	1	1	NA	NA	18	0.3
9	18	1	2	NA	249.9	18	0.3
9	18	1	3	NA	366.6	18	0.3
9	18	1	4	NA	866	18	0.3
9	18	1	5	NA	299.9	18	0.3
9	19	2	1	3	NA	19	0.8
9	19	2	2	3	516.3	19	0.8
9	19	2	3	3	983	19	0.8
9	19	2	4	3.1	449.9	19	0.8
9	19	2	5	3	716.6	19	0.8
9	20	3	1	3.1	1166.5	32	0.05
9	20	3	2	3.1	133.3	32	0.05
9	20	3	3	3	NA	32	0.05
9	20	3	4	3	433.2	32	0.05
9	20	3	5	3.1	116.6	32	0.05
9	21	4	1	NA	949.7	40	0
9	21	4	2	NA	NA	40	0
9	21	4	3	NA	215.4	40	0
9	21	4	4	NA	217	40	0
9	21	4	5	NA	449.8	40	0
9	22	1	1	3.2	549.8	21	0.45
9	22	1	2	3.2	466.5	21	0.45
9	22	1	3	3.1	449.7	21	0.45
9	22	1	4	3.1	333.3	21	0.45
9	22	1	5	3.2	299.6	21	0.45
9	23	2	1	3.1	416.5	38	0.15
9	23	2	2	3.2	199.9	38	0.15
9	23	2	3	3.2	133.6	38	0.15
9	23	2	4	3.1	499.7	38	0.15
9	23	2	5	NA	349.9	38	0.15
9	24	3	1	3.3	265.1	15	0
9	24	3	2	3.2	649.7	15	0
9	24	3	3	3.2	NA	15	0
9	24	3	4	3.2	117	15	0
9	24	3	5	NA	1566.2	15	0
9	25	4	1	3	349.9	31	0
9	25	4	2	3	233.3	31	0
9	25	4	3	3.1	1532.8	31	0
9	25	4	4	3.1	749.8	31	0
